Time [fs],RK4 field real,RK4 field imaginary
-78,0.0002692,-2.21904e-11
-77.9,0.000275742,-2.3848e-11
-77.8,0.000282435,-2.5627e-11
-77.7,0.000289282,-2.75363e-11
-77.6,0.000296285,-2.9585e-11
-77.5,0.000303449,-3.17832e-11
-77.4,0.000310776,-3.41416e-11
-77.3,0.000318271,-3.66717e-11
-77.2,0.000325936,-3.93855e-11
-77.1,0.000333775,-4.22963e-11
-77,0.000341792,-4.54181e-11
-76.9,0.000349992,-4.87657e-11
-76.8,0.000358376,-5.23552e-11
-76.7,0.000366951,-5.62037e-11
-76.6,0.000375719,-6.03296e-11
-76.5,0.000384685,-6.47524e-11
-76.4,0.000393852,-6.94929e-11
-76.3,0.000403226,-7.45736e-11
-76.2,0.000412809,-8.00184e-11
-76.1,0.000422608,-8.58528e-11
-76,0.000432626,-9.21041e-11
-75.9,0.000442868,-9.88015e-11
-75.8,0.000453338,-1.05976e-10
-75.7,0.000464041,-1.13661e-10
-75.6,0.000474983,-1.21892e-10
-75.5,0.000486168,-1.30707e-10
-75.4,0.0004976,-1.40147e-10
-75.3,0.000509286,-1.50254e-10
-75.2,0.00052123,-1.61076e-10
-75.1,0.000533438,-1.7266e-10
-75,0.000545915,-1.85061e-10
-74.9,0.000558666,-1.98335e-10
-74.8,0.000571698,-2.12541e-10
-74.7,0.000585016,-2.27743e-10
-74.6,0.000598626,-2.4401e-10
-74.5,0.000612533,-2.61414e-10
-74.4,0.000626744,-2.80035e-10
-74.3,0.000641265,-2.99953e-10
-74.2,0.000656102,-3.21259e-10
-74.1,0.000671262,-3.44047e-10
-74,0.000686751,-3.68417e-10
-73.9,0.000702576,-3.94476e-10
-73.8,0.000718743,-4.2234e-10
-73.7,0.00073526,-4.5213e-10
-73.6,0.000752133,-4.83977e-10
-73.5,0.000769369,-5.18019e-10
-73.4,0.000786976,-5.54404e-10
-73.3,0.000804962,-5.9329e-10
-73.2,0.000823333,-6.34845e-10
-73.1,0.000842097,-6.79248e-10
-73,0.000861263,-7.26689e-10
-72.9,0.000880838,-7.77372e-10
-72.8,0.000900829,-8.31513e-10
-72.7,0.000921246,-8.89342e-10
-72.6,0.000942097,-9.51105e-10
-72.5,0.00096339,-1.01706e-09
-72.4,0.000985134,-1.0875e-09
-72.3,0.00100734,-1.1627e-09
-72.2,0.00103001,-1.24299e-09
-72.1,0.00105316,-1.32869e-09
-72,0.0010768,-1.42018e-09
-71.9,0.00110093,-1.51783e-09
-71.8,0.00112557,-1.62204e-09
-71.7,0.00115073,-1.73325e-09
-71.6,0.00117641,-1.8519e-09
-71.5,0.00120263,-1.9785e-09
-71.4,0.00122939,-2.11356e-09
-71.3,0.00125672,-2.25763e-09
-71.2,0.00128461,-2.4113e-09
-71.1,0.00131307,-2.57519e-09
-71,0.00134213,-2.74996e-09
-70.9,0.00137179,-2.93632e-09
-70.8,0.00140206,-3.13502e-09
-70.7,0.00143295,-3.34686e-09
-70.6,0.00146448,-3.57269e-09
-70.5,0.00149666,-3.8134e-09
-70.4,0.0015295,-4.06995e-09
-70.3,0.00156301,-4.34336e-09
-70.2,0.0015972,-4.6347e-09
-70.1,0.0016321,-4.94514e-09
-70,0.0016677,-5.27587e-09
-69.9,0.00170403,-5.62821e-09
-69.8,0.00174109,-6.00353e-09
-69.7,0.00177891,-6.40327e-09
-69.6,0.00181749,-6.82901e-09
-69.5,0.00185685,-7.28238e-09
-69.4,0.00189701,-7.76513e-09
-69.3,0.00193797,-8.27912e-09
-69.2,0.00197976,-8.82631e-09
-69.1,0.00202239,-9.4088e-09
-69,0.00206587,-1.00288e-08
-68.9,0.00211022,-1.06887e-08
-68.8,0.00215546,-1.13909e-08
-68.7,0.00220159,-1.21381e-08
-68.6,0.00224865,-1.29332e-08
-68.5,0.00229664,-1.37791e-08
-68.4,0.00234559,-1.46789e-08
-68.3,0.0023955,-1.56361e-08
-68.2,0.0024464,-1.66542e-08
-68.1,0.0024983,-1.77368e-08
-68,0.00255123,-1.88882e-08
-67.9,0.0026052,-2.01124e-08
-67.8,0.00266022,-2.14139e-08
-67.7,0.00271633,-2.27976e-08
-67.6,0.00277353,-2.42684e-08
-67.5,0.00283186,-2.58318e-08
-67.4,0.00289132,-2.74933e-08
-67.3,0.00295193,-2.9259e-08
-67.2,0.00301373,-3.11352e-08
-67.1,0.00307672,-3.31287e-08
-67,0.00314093,-3.52465e-08
-66.9,0.00320639,-3.74963e-08
-66.8,0.0032731,-3.9886e-08
-66.7,0.00334111,-4.2424e-08
-66.6,0.00341042,-4.51194e-08
-66.5,0.00348106,-4.79816e-08
-66.4,0.00355305,-5.10207e-08
-66.3,0.00362643,-5.42472e-08
-66.2,0.0037012,-5.76724e-08
-66.1,0.0037774,-6.13083e-08
-66,0.00385505,-6.51673e-08
-65.9,0.00393417,-6.92629e-08
-65.8,0.00401479,-7.3609e-08
-65.7,0.00409694,-7.82206e-08
-65.6,0.00418065,-8.31135e-08
-65.5,0.00426593,-8.83042e-08
-65.4,0.00435281,-9.38104e-08
-65.3,0.00444133,-9.96508e-08
-65.2,0.00453151,-1.05845e-07
-65.1,0.00462338,-1.12414e-07
-65,0.00471697,-1.19379e-07
-64.9,0.0048123,-1.26765e-07
-64.8,0.0049094,-1.34595e-07
-64.7,0.00500832,-1.42895e-07
-64.6,0.00510906,-1.51693e-07
-64.5,0.00521168,-1.61018e-07
-64.4,0.00531619,-1.709e-07
-64.3,0.00542263,-1.81372e-07
-64.2,0.00553103,-1.92468e-07
-64.1,0.00564142,-2.04224e-07
-64,0.00575384,-2.16678e-07
-63.9,0.00586832,-2.2987e-07
-63.8,0.00598489,-2.43843e-07
-63.7,0.00610359,-2.58642e-07
-63.6,0.00622446,-2.74313e-07
-63.5,0.00634752,-2.90906e-07
-63.4,0.00647281,-3.08475e-07
-63.3,0.00660038,-3.27075e-07
-63.2,0.00673025,-3.46764e-07
-63.1,0.00686246,-3.67604e-07
-63,0.00699706,-3.89661e-07
-62.9,0.00713407,-4.13003e-07
-62.8,0.00727355,-4.37704e-07
-62.7,0.00741552,-4.63838e-07
-62.6,0.00756003,-4.91487e-07
-62.5,0.00770712,-5.20737e-07
-62.4,0.00785683,-5.51676e-07
-62.3,0.00800921,-5.84399e-07
-62.2,0.00816428,-6.19006e-07
-62.1,0.0083221,-6.55602e-07
-62,0.00848271,-6.94297e-07
-61.9,0.00864616,-7.35209e-07
-61.8,0.00881248,-7.78459e-07
-61.7,0.00898172,-8.24177e-07
-61.6,0.00915394,-8.72499e-07
-61.5,0.00932917,-9.2357e-07
-61.4,0.00950745,-9.77539e-07
-61.3,0.00968885,-1.03457e-06
-61.2,0.00987341,-1.09482e-06
-61.1,0.0100612,-1.15847e-06
-61,0.0102522,-1.22572e-06
-60.9,0.0104465,-1.29674e-06
-60.8,0.0106442,-1.37176e-06
-60.7,0.0108453,-1.45098e-06
-60.6,0.0110498,-1.53463e-06
-60.5,0.0112578,-1.62296e-06
-60.4,0.0114695,-1.71621e-06
-60.3,0.0116847,-1.81465e-06
-60.2,0.0119036,-1.91856e-06
-60.1,0.0121262,-2.02824e-06
-60,0.0123526,-2.14398e-06
-59.9,0.0125829,-2.26612e-06
-59.8,0.0128171,-2.395e-06
-59.7,0.0130552,-2.53097e-06
-59.6,0.0132973,-2.67442e-06
-59.5,0.0135435,-2.82573e-06
-59.4,0.0137938,-2.98533e-06
-59.3,0.0140483,-3.15366e-06
-59.2,0.0143071,-3.33116e-06
-59.1,0.0145702,-3.51833e-06
-59,0.0148377,-3.71568e-06
-58.9,0.0151096,-3.92373e-06
-58.8,0.015386,-4.14305e-06
-58.7,0.015667,-4.37422e-06
-58.6,0.0159527,-4.61786e-06
-58.5,0.016243,-4.87463e-06
-58.4,0.0165381,-5.1452e-06
-58.3,0.0168381,-5.43028e-06
-58.2,0.017143,-5.73063e-06
-58.1,0.0174529,-6.04703e-06
-58,0.0177678,-6.38031e-06
-57.9,0.0180878,-6.73133e-06
-57.8,0.0184131,-7.10102e-06
-57.7,0.0187436,-7.49031e-06
-57.6,0.0190795,-7.90022e-06
-57.5,0.0194207,-8.33179e-06
-57.4,0.0197675,-8.78612e-06
-57.3,0.0201199,-9.26437e-06
-57.2,0.0204779,-9.76775e-06
-57.1,0.0208416,-1.02975e-05
-57,0.0212111,-1.0855e-05
-56.9,0.0215865,-1.14417e-05
-56.8,0.0219679,-1.20589e-05
-56.7,0.0223553,-1.27082e-05
-56.6,0.0227489,-1.33913e-05
-56.5,0.0231487,-1.41098e-05
-56.4,0.0235548,-1.48655e-05
-56.3,0.0239672,-1.56601e-05
-56.2,0.0243862,-1.64958e-05
-56.1,0.0248117,-1.73744e-05
-56,0.0252438,-1.82981e-05
-55.9,0.0256827,-1.92692e-05
-55.8,0.0261284,-2.02899e-05
-55.7,0.026581,-2.13628e-05
-55.6,0.0270407,-2.24902e-05
-55.5,0.0275074,-2.3675e-05
-55.4,0.0279813,-2.49199e-05
-55.3,0.0284625,-2.62278e-05
-55.2,0.0289511,-2.76018e-05
-55.1,0.0294472,-2.90452e-05
-55,0.0299509,-3.05611e-05
-54.9,0.0304622,-3.21532e-05
-54.8,0.0309813,-3.38252e-05
-54.7,0.0315083,-3.55808e-05
-54.6,0.0320432,-3.7424e-05
-54.5,0.0325863,-3.93591e-05
-54.4,0.0331375,-4.13904e-05
-54.3,0.033697,-4.35226e-05
-54.2,0.0342649,-4.57603e-05
-54.1,0.0348413,-4.81087e-05
-54,0.0354262,-5.05729e-05
-53.9,0.03602,-5.31584e-05
-53.8,0.0366225,-5.58709e-05
-53.7,0.0372339,-5.87164e-05
-53.6,0.0378544,-6.17011e-05
-53.5,0.0384841,-6.48316e-05
-53.4,0.039123,-6.81146e-05
-53.3,0.0397713,-7.15572e-05
-53.2,0.0404291,-7.51669e-05
-53.1,0.0410966,-7.89513e-05
-53,0.0417737,-8.29187e-05
-52.9,0.0424607,-8.70773e-05
-52.8,0.0431577,-9.14361e-05
-52.7,0.0438647,-9.60042e-05
-52.6,0.044582,-0.000100791
-52.5,0.0453096,-0.000105807
-52.4,0.0460476,-0.000111062
-52.3,0.0467963,-0.000116568
-52.2,0.0475556,-0.000122335
-52.1,0.0483258,-0.000128375
-52,0.0491069,-0.000134702
-51.9,0.0498991,-0.000141327
-51.8,0.0507026,-0.000148264
-51.7,0.0515173,-0.000155527
-51.6,0.0523436,-0.000163131
-51.5,0.0531815,-0.000171091
-51.4,0.0540311,-0.000179423
-51.3,0.0548926,-0.000188144
-51.2,0.0557661,-0.000197269
-51.1,0.0566518,-0.000206819
-51,0.0575498,-0.00021681
-50.9,0.0584602,-0.000227264
-50.8,0.0593831,-0.000238199
-50.7,0.0603188,-0.000249637
-50.6,0.0612673,-0.000261601
-50.5,0.0622289,-0.000274112
-50.4,0.0632035,-0.000287195
-50.3,0.0641915,-0.000300875
-50.2,0.0651929,-0.000315177
-50.1,0.0662078,-0.000330129
-50,0.0672365,-0.000345758
-49.9,0.0682791,-0.000362094
-49.8,0.0693357,-0.000379166
-49.7,0.0704065,-0.000397006
-49.6,0.0714916,-0.000415648
-49.5,0.0725912,-0.000435124
-49.4,0.0737054,-0.000455471
-49.3,0.0748344,-0.000476726
-49.2,0.0759784,-0.000498926
-49.1,0.0771375,-0.000522112
-49,0.0783118,-0.000546325
-48.9,0.0795015,-0.000571607
-48.8,0.0807069,-0.000598005
-48.7,0.081928,-0.000625563
-48.6,0.0831649,-0.000654332
-48.5,0.084418,-0.000684359
-48.4,0.0856873,-0.000715699
-48.3,0.0869729,-0.000748405
-48.2,0.0882752,-0.000782533
-48.1,0.0895941,-0.000818141
-48,0.09093,-0.000855291
-47.9,0.0922829,-0.000894045
-47.8,0.0936531,-0.000934469
-47.7,0.0950406,-0.000976629
-47.6,0.0964457,-0.0010206
-47.5,0.0978686,-0.00106645
-47.4,0.0993093,-0.00111425
-47.3,0.100768,-0.0011641
-47.2,0.102245,-0.00121605
-47.1,0.103741,-0.00127021
-47,0.105255,-0.00132666
-46.9,0.106788,-0.00138549
-46.8,0.10834,-0.0014468
-46.7,0.109911,-0.00151068
-46.6,0.111501,-0.00157723
-46.5,0.113111,-0.00164656
-46.4,0.11474,-0.00171878
-46.3,0.11639,-0.00179401
-46.2,0.118059,-0.00187235
-46.1,0.119749,-0.00195393
-46,0.121459,-0.00203888
-45.9,0.123189,-0.00212732
-45.8,0.124941,-0.00221939
-45.7,0.126713,-0.00231524
-45.6,0.128506,-0.002415
-45.5,0.130321,-0.00251883
-45.4,0.132157,-0.00262687
-45.3,0.134015,-0.0027393
-45.2,0.135894,-0.00285628
-45.1,0.137796,-0.00297797
-45,0.13972,-0.00310456
-44.9,0.141666,-0.00323624
-44.8,0.143635,-0.00337318
-44.7,0.145626,-0.00351559
-44.6,0.147641,-0.00366368
-44.5,0.149679,-0.00381765
-44.4,0.151739,-0.00397773
-44.3,0.153824,-0.00414413
-44.2,0.155932,-0.00431709
-44.1,0.158064,-0.00449685
-44,0.16022,-0.00468366
-43.9,0.1624,-0.00487778
-43.8,0.164605,-0.00507948
-43.7,0.166834,-0.00528902
-43.6,0.169088,-0.0055067
-43.5,0.171367,-0.0057328
-43.4,0.17367,-0.00596763
-43.3,0.176,-0.00621151
-43.2,0.178354,-0.00646474
-43.1,0.180734,-0.00672768
-43,0.18314,-0.00700066
-42.9,0.185572,-0.00728404
-42.8,0.18803,-0.00757818
-42.7,0.190515,-0.00788347
-42.6,0.193026,-0.00820029
-42.5,0.195563,-0.00852905
-42.4,0.198127,-0.00887016
-42.3,0.200718,-0.00922406
-42.2,0.203336,-0.00959118
-42.1,0.205982,-0.00997198
-42,0.208654,-0.0103669
-41.9,0.211354,-0.0107765
-41.8,0.214082,-0.0112012
-41.7,0.216838,-0.0116416
-41.6,0.219621,-0.0120981
-41.5,0.222433,-0.0125714
-41.4,0.225273,-0.013062
-41.3,0.22814,-0.0135704
-41.2,0.231037,-0.0140973
-41.1,0.233962,-0.0146433
-41,0.236915,-0.015209
-40.9,0.239897,-0.0157951
-40.8,0.242908,-0.0164022
-40.7,0.245948,-0.017031
-40.6,0.249017,-0.0176823
-40.5,0.252114,-0.0183568
-40.4,0.255241,-0.0190551
-40.3,0.258397,-0.0197782
-40.2,0.261582,-0.0205268
-40.1,0.264797,-0.0213016
-40,0.26804,-0.0221037
-39.9,0.271313,-0.0229337
-39.8,0.274615,-0.0237927
-39.7,0.277946,-0.0246815
-39.6,0.281307,-0.025601
-39.5,0.284696,-0.0265523
-39.4,0.288115,-0.0275362
-39.3,0.291563,-0.0285539
-39.2,0.29504,-0.0296064
-39.1,0.298546,-0.0306947
-39,0.302081,-0.03182
-38.9,0.305644,-0.0329833
-38.8,0.309236,-0.0341859
-38.7,0.312857,-0.0354288
-38.6,0.316506,-0.0367134
-38.5,0.320182,-0.0380409
-38.4,0.323887,-0.0394126
-38.3,0.32762,-0.0408297
-38.2,0.331379,-0.0422936
-38.1,0.335166,-0.0438057
-38,0.33898,-0.0453675
-37.9,0.34282,-0.0469802
-37.8,0.346686,-0.0486455
-37.7,0.350578,-0.0503649
-37.6,0.354496,-0.0521398
-37.5,0.358438,-0.0539719
-37.4,0.362404,-0.0558628
-37.3,0.366395,-0.0578142
-37.2,0.370409,-0.0598277
-37.1,0.374445,-0.0619051
-37,0.378504,-0.0640481
-36.9,0.382585,-0.0662586
-36.8,0.386686,-0.0685383
-36.7,0.390807,-0.0708893
-36.6,0.394947,-0.0733134
-36.5,0.399106,-0.0758125
-36.4,0.403282,-0.0783887
-36.3,0.407475,-0.081044
-36.2,0.411684,-0.0837805
-36.1,0.415907,-0.0866003
-36,0.420143,-0.0895056
-35.9,0.424392,-0.0924985
-35.8,0.428652,-0.0955813
-35.7,0.432922,-0.0987563
-35.6,0.4372,-0.102026
-35.5,0.441485,-0.105392
-35.4,0.445776,-0.108858
-35.3,0.45007,-0.112425
-35.2,0.454367,-0.116096
-35.1,0.458664,-0.119874
-35,0.462961,-0.123761
-34.9,0.467253,-0.127759
-34.8,0.471541,-0.131872
-34.7,0.475821,-0.136102
-34.6,0.480092,-0.140451
-34.5,0.484351,-0.144923
-34.4,0.488596,-0.149519
-34.3,0.492824,-0.154243
-34.2,0.497033,-0.159098
-34.1,0.50122,-0.164086
-34,0.505382,-0.16921
-33.9,0.509516,-0.174473
-33.8,0.513619,-0.179877
-33.7,0.517688,-0.185426
-33.6,0.521719,-0.191123
-33.5,0.525709,-0.196969
-33.4,0.529654,-0.202969
-33.3,0.533551,-0.209125
-33.2,0.537395,-0.215439
-33.1,0.541182,-0.221915
-33,0.544909,-0.228556
-32.9,0.548569,-0.235364
-32.8,0.55216,-0.242342
-32.7,0.555676,-0.249493
-32.6,0.559112,-0.256819
-32.5,0.562463,-0.264324
-32.4,0.565724,-0.272009
-32.3,0.568888,-0.279878
-32.2,0.571951,-0.287933
-32.1,0.574906,-0.296176
-32,0.577747,-0.30461
-31.9,0.580468,-0.313237
-31.8,0.583062,-0.322059
-31.7,0.585522,-0.331078
-31.6,0.587841,-0.340297
-31.5,0.590012,-0.349717
-31.4,0.592028,-0.35934
-31.3,0.59388,-0.369167
-31.2,0.59556,-0.3792
-31.1,0.597061,-0.38944
-31,0.598374,-0.399888
